#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
82,Estonia,572193,0,2539,0,511039,0,58615,3,430814,1912,3326696,2504727,1328167,Europe
83,Bahrain,569370,279,1476,0,564735,374,3159,1,314620,816,9727349,5375093,1809708,Asia
84,Venezuela,522514,80,5709,0,515728,25,1077,230,18471,202,3359014,118741,28288539,South America
85,Moldova,516986,0,11489,0,504142,0,1355,49,128706,2860,3216305,800711,4016810,Europe
86,Egypt,515645,0,24613,0,442182,0,48850,122,4871,232,3693367,34888,105865008,Africa
87,Libya,501904,0,6430,0,490973,0,4501,101,71271,913,2477219,351766,7042237,Africa
88,Cyprus,474267,0,1020,0,124370,0,348877,60,387650,834,9477138,7746304,1223440,Asia
89,Ethiopia,470587,6,7510,0,455391,8,7686,11,3916,62,47913653,398711,120171463,Africa
90,Mongolia,469885,0,2179,0,313256,0,154450,192,139231,646,4030048,1194135,3374868,Asia
91,Honduras,423179,0,10893,0,132318,0,279968,105,41517,1069,1263329,123943,10192790,North America
92,Armenia,422874,3,8622,0,412003,518,2249,0,142220,2900,3055957,1027773,2973377,Asia
93,Oman,389126,0,4258,0,384243,0,625,4,72814,797,25000000,4678022,5344139,Asia
94,Bosnia and Herzegovina,377087,0,15765,0,192218,0,169104,0,116260,4861,1758191,542068,3243488,Europe
95,Réunion,374295,0,742,0,355605,0,17948,10,412672,818,1603660,1768087,907003,Africa
96,Qatar,364728,73,677,0,363516,46,535,3,129898,241,3447199,1227720,2807805,Asia
97,Kenya,323792,6,5649,0,318002,24,141,0,5788,101,3602311,64399,55937629,Africa
98,Zambia,319755,22,3976,0,315266,89,513,1,16546,206,3429405,177456,19325435,Africa
99,North Macedonia,309769,198,9280,0,299865,127,624,0,148697,4455,2022649,970925,2083218,Europe
100,Botswana,305859,0,2688,0,303026,0,145,1,125430,1102,2026898,831215,2438477,Africa
101,Albania,275177,10,3496,0,271306,52,375,2,95812,1217,1807808,629449,2872048,Europe
102,Algeria,265782,0,6875,0,178358,0,80549,6,5867,152,230861,5096,45299522,Africa
103,Nigeria,255753,0,3143,0,249911,0,2699,11,1187,15,5075820,23556,215483403,Africa
104,Zimbabwe,247935,24,5470,1,241850,147,615,12,16249,358,2259285,148065,15258752,Africa
105,Uzbekistan,238627,19,1637,0,236736,25,254,23,6946,48,1377915,40106,34356605,Asia
106,Luxembourg,237856,0,1064,0,227197,0,9595,3,368993,1651,4227288,6557920,644608,Europe
107,Montenegro,235338,46,2715,0,231918,49,705,6,374616,4322,2454364,3906910,628211,Europe
108,Mozambique,225387,1,2201,0,223138,5,48,13,6860,67,1313728,39984,32856704,Africa
109,Laos,207714,106,744,0,7660,0,199310,0,27811,100,1232128,164972,7468707,Asia
110,Kyrgyzstan,200993,0,2991,0,196405,2,1597,131,29905,445,1907195,283762,6721105,Asia
111,Iceland,185579,0,119,0,75685,0,109775,0,537451,345,1953616,5657817,345295,Europe
112,Maldives,179171,0,298,0,163687,0,15186,25,321119,534,2213831,3967731,557959,Asia
113,Afghanistan,178901,2,7683,0,161896,0,9322,1124,4414,190,944738,23309,40531821,Asia
114,Uganda,164069,0,3596,0,100205,0,60268,2,3391,74,2612795,54003,48382232,Africa
115,El Salvador,162089,0,4128,0,150662,0,7299,8,24761,631,1950448,297956,6546087,North America
116,Ghana,161204,0,1445,0,159712,0,47,1,4997,45,2437331,75554,32259308,Africa
117,Namibia,158811,0,4025,0,153662,0,1124,0,60498,1533,1007690,383870,2625079,Africa
118,Martinique,153253,0,926,0,104,0,152223,8,408966,2471,828928,2212050,374733,North America
119,Taiwan,150803,17853,871,3,27792,654,122140,0,6311,36,14872734,622403,23895647,Asia
120,Trinidad and Tobago,148630,295,3833,2,136167,958,8630,18,105578,2723,708367,503180,1407780,North America
121,Brunei ,141911,0,218,0,141022,0,671,0,318799,490,717784,1612480,445143,Asia
122,Guadeloupe,140130,0,854,0,2250,0,137026,19,350107,2134,938039,2343639,400249,North America
123,Cambodia,136254,2,3056,0,133116,21,82,0,7948,178,2953579,172298,17142279,Asia
124,Jamaica,130299,133,2967,1,83689,66,43643,0,43654,994,1004132,336413,2984815,North America
125,Rwanda,129812,2,1459,0,45522,0,82831,0,9588,108,5279288,389920,13539397,Africa
126,Cameroon,119780,0,1927,0,117791,0,62,13,4316,69,1751774,63117,27754322,Africa
127,Angola,99194,0,1900,0,97149,0,145,0,2856,55,1499795,43177,34735599,Africa
128,Malta,91975,114,700,2,87528,185,3747,4,207293,1578,1886047,4250774,443695,Europe
129,DRC,87023,0,1337,0,50930,0,34756,0,920,14,846704,8956,94540061,Africa
130,Senegal,86005,4,1966,0,84018,1,21,0,4900,112,1070306,60983,17550832,Africa
131,Malawi,85790,9,2634,0,82066,0,1090,67,4282,131,574794,28691,20033950,Africa
132,Ivory Coast,81957,0,799,0,81112,0,46,0,2972,29,1501863,54469,27572866,Africa
133,French Guiana,80859,0,395,0,11254,0,69210,2,258468,1263,627211,2004894,312840,South America
134,Suriname,79336,0,1328,0,49401,0,28607,0,133059,2227,235950,395724,596249,South America
135,Channel Islands,74383,0,169,0,73224,0,990,0,420730,956,1252808,7086219,176795,Europe
136,French Polynesia,72746,26,648,0,0,0,0,7,256257,2283,0,0,283879,Australia/Oceania
137,Barbados,70793,344,398,3,66662,0,3733,0,245793,1382,651301,2261313,288019,North America
138,Eswatini,70678,21,1397,0,68969,63,312,11,59788,1182,1015834,859316,1182142,Africa
139,Fiji,64646,2,862,0,62791,28,993,0,71170,949,508091,559368,908331,Australia/Oceania
140,Madagascar,64181,0,1391,0,59370,0,3420,14,2214,48,426220,14701,28992875,Africa
141,Guyana,63484,2,1228,0,62143,0,113,1,80005,1548,598281,753980,793497,South America
142,Sudan,62117,0,4931,0,0,0,0,0,1359,108,562941,12312,45721722,Africa
143,New Caledonia,60583,0,312,0,60102,0,169,9,208533,1074,98964,340644,290520,Australia/Oceania
144,Bhutan,59247,28,21,0,58353,464,873,1,75267,27,2300288,2922288,787153,Asia
145,Mauritania,58694,6,982,0,57695,0,17,0,12044,202,804490,165086,4873160,Africa
146,Belize,57497,0,676,0,56604,0,217,6,139953,1645,539513,1313220,410832,North America
147,Cabo Verde,56028,3,401,0,55556,1,71,23,98809,707,400982,707154,567036,Africa
148,Syria,55825,5,3150,0,52201,12,474,0,3054,172,146269,8002,18278163,Asia
149,Gabon,47602,0,304,0,47285,0,13,0,20502,131,1593622,686378,2321785,Africa
150,Papua New Guinea,43821,4,650,0,43133,1,38,7,4734,70,249149,26915,9257040,Australia/Oceania
151,Seychelles,42474,0,166,0,41727,0,581,0,427042,1669,0,0,99461,Africa
152,Curaçao,42241,0,274,0,41612,0,355,3,255509,1657,496693,3004416,165321,North America
153,Andorra,41349,0,153,0,40689,0,507,14,533597,1974,249838,3224091,77491,Europe
154,Burundi,40397,248,38,0,773,0,39586,0,3222,3,345742,27575,12538337,Africa
155,Mauritius,37691,24,990,0,35962,67,739,0,29547,776,358675,281175,1275629,Africa
156,Mayotte,37363,0,187,0,2964,0,34212,0,131166,656,176919,621089,284853,Africa
157,Togo,36991,2,273,0,36693,5,25,0,4285,32,731018,84671,8633587,Africa
158,Guinea,36459,0,440,0,35976,0,43,8,2645,32,660107,47889,13784209,Africa
159,Aruba,34846,0,212,0,34516,0,118,3,323863,1970,177885,1653283,107595,North America
160,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704388,569,778000,15812044,49203,Europe
161,Tanzania,33872,0,803,0,0,0,0,7,539,13,0,0,62845449,Africa
162,Bahamas,33582,4,798,0,32368,5,416,0,83930,1994,229817,574372,400119,North America
163,Lesotho,32910,0,697,0,24155,0,8058,0,15143,321,431221,198416,2173321,Africa
164,Mali,30850,7,732,0,29942,46,176,0,1447,34,667082,31293,21317411,Africa
165,Haiti,30697,7,835,0,29522,2,340,0,2633,72,132422,11360,11656845,North America
166,Isle of Man,28416,0,87,0,26794,0,1535,0,330973,1013,150753,1755882,85856,Europe
167,Benin,26952,0,163,0,25506,0,1283,5,2122,13,604310,47569,12703894,Africa
168,Somalia,26485,0,1350,0,13182,0,11953,0,1586,81,400466,23974,16704050,Africa
169,Congo,24079,0,385,0,20178,0,3516,0,4176,67,347815,60317,5766483,Africa
170,Saint Lucia,23459,65,368,0,22917,102,174,0,126694,1987,143281,773810,185163,North America
171,Timor-Leste,22874,3,130,0,22723,0,21,0,16765,95,262824,192633,1364379,Asia
172,Cayman Islands,22223,0,27,0,8553,0,13643,1,331025,402,222773,3318333,67134,North America
173,Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11343,21951433,Africa
174,Nicaragua,18491,0,225,0,4225,0,14041,0,2732,33,0,0,6768755,North America
175,Gibraltar,17837,0,102,0,16579,0,1156,0,529712,3029,534283,15866807,33673,Europe
176,South Sudan,17483,22,138,0,13514,0,3831,1,1529,12,381528,33368,11433834,Africa
177,Tajikistan,17388,0,124,0,17264,0,0,0,1751,12,0,0,9929452,Asia
178,Liechtenstein,17201,2,84,0,17016,22,101,1,448784,2192,102174,2665780,38328,Europe
179,San Marino,16476,39,115,0,16059,99,302,4,483706,3376,152231,4469233,34062,Europe
180,Equatorial Guinea,15907,0,183,0,15698,0,26,5,10696,123,310972,209091,1487259,Africa
181,Solomon Islands,15677,0,141,0,14109,0,1427,2,21844,196,5117,7130,717690,Australia/Oceania
182,Djibouti,15631,0,189,0,15427,0,15,0,15411,186,305941,301632,1014285,Africa
183,Grenada,14743,0,220,0,14111,0,412,4,129921,1939,150740,1328375,113477,North America
184,CAR,14649,0,113,0,6859,0,7677,2,2940,23,81294,16313,4983380,Africa
185,Bermuda,13488,0,131,0,12981,0,376,0,218051,2118,876273,14166109,61857,North America
186,Dominica,12161,0,63,0,12025,0,73,0,168172,871,191084,2642457,72313,North America
187,Gambia,11995,0,365,0,11591,0,39,0,4721,144,155686,61274,2540819,Africa
188,Greenland,11971,0,21,0,2761,0,9189,4,210202,369,164926,2895979,56950,North America
189,Yemen,11818,0,2149,0,9009,0,660,23,381,69,265253,8549,31027427,Asia
190,Monaco,11801,30,54,0,11638,22,109,4,296873,1358,54960,1382607,39751,Europe
191,Saint Martin,10462,0,63,0,1399,0,9000,7,262390,1580,112382,2818569,39872,North America
192,Tonga,10452,132,11,0,9127,204,1314,0,96879,102,470236,4358597,107887,Australia/Oceania
193,Sint Maarten,10065,29,86,0,9913,35,66,10,229968,1965,62056,1417872,43767,North America
194,Eritrea,9734,0,103,0,9631,0,0,0,2677,28,23693,6516,3636219,Africa
195,Caribbean Netherlands,9729,0,34,0,9619,0,76,0,364806,1275,30126,1129626,26669,North America
196,Samoa,9592,0,19,0,1605,0,7968,4,47763,95,65949,328389,200826,Australia/Oceania
197,Niger,8943,2,309,0,8524,0,110,1,347,12,250490,9706,25808567,Africa
198,Guinea-Bissau,8202,0,171,0,7528,0,503,6,3995,83,134285,65407,2053070,Africa
199,Comoros,8100,0,160,0,7933,0,7,0,8965,177,0,0,903482,Africa
200,Sierra Leone,7681,0,125,0,0,0,0,0,928,15,259958,31420,8273700,Africa
201,Antigua and Barbuda,7626,0,136,0,7443,0,47,1,76710,1368,18901,190126,99413,North America
202,Vanuatu,7527,21,13,0,7023,255,491,4,23502,41,24976,77984,320272,Australia/Oceania
203,Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26506,5275091,Africa
204,Chad,7412,1,193,0,4874,0,2345,0,429,11,191341,11068,17287744,Africa
205,St. Vincent Grenadines,6786,0,106,0,6641,0,39,0,60815,950,98944,886714,111585,North America
206,British Virgin Islands,6355,0,62,0,0,0,0,1,207687,2026,103049,3367724,30599,North America
207,Sao Tome and Principe,5964,7,73,0,5884,4,7,0,26319,322,29036,128135,226604,Africa
208,Turks and Caicos,5963,0,36,0,5862,0,65,4,150296,907,488787,12319773,39675,North America
209,Saint Kitts and Nevis,5566,0,43,0,5519,0,4,0,103290,798,70707,1312135,53887,North America
210,Cook Islands,5116,46,1,0,4863,75,252,0,290797,57,16762,952765,17593,Australia/Oceania
211,Palau,4610,0,6,0,3984,0,620,1,252575,329,46016,2521148,18252,Australia/Oceania
212,St. Barth,4544,0,6,0,0,0,0,0,457511,604,78646,7918445,9932,North America
213,Kiribati,3084,0,13,0,2601,0,470,3,25114,106,0,0,122802,Australia/Oceania
214,Anguilla,2788,0,9,0,2766,0,13,4,182844,590,51382,3369753,15248,North America
215,Saint Pierre Miquelon,2701,0,1,0,2449,0,251,1,470394,174,23446,4083246,5742,North America
216,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,The remaining areas
217,Wallis and Futuna,454,0,7,0,438,0,9,0,41732,643,20508,1885100,10879,Australia/Oceania
218,Montserrat,273,0,2,0,181,0,90,0,54622,400,10135,2027811,4998,North America
219,Falkland Islands,128,0,0,0,0,0,0,0,34925,0,8632,2355252,3665,South America
220,Macao,82,0,0,0,82,0,0,0,123,0,5375,8076,665529,Asia
221,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe
222,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59921,Australia/Oceania
223,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624198,Africa
224,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,The remaining areas
225,Niue,9,0,0,0,7,0,2,0,5468,0,0,0,1646,Australia/Oceania
226,Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117229,Australia/Oceania
227,Nauru,5,0,0,0,3,0,2,0,457,0,0,0,10949,Australia/Oceania
228,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110,Africa
