#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
43,Hungary,1897897,0,46162,0,1797144,0,54591,38,197373,4801,11324260,1177671,9615808,Europe
44,Slovakia,1777971,0,19873,0,1737244,0,20854,70,325371,3637,7074245,1294596,5464444,Europe
45,Jordan,1694216,0,14048,0,1678941,0,1227,124,163108,1352,16670254,1604903,10387079,Asia
46,Georgia,1654665,0,16802,0,1636188,0,1675,0,416240,4227,16840700,4236375,3975262,Asia
47,Pakistan,1528272,94,30371,0,1494141,0,3760,135,6683,133,28119847,122966,228679239,Asia
48,Ireland,1515005,0,7054,0,1435823,0,72128,38,300719,1400,12049432,2391734,5037948,Europe
49,Norway,1425079,0,2932,0,0,0,0,20,259189,533,11002430,2001088,5498225,Europe
50,Kazakhstan,1305504,15,13660,0,1291044,14,800,24,68050,712,11575012,603350,19184557,Asia
51,Hong Kong,1203068,0,9282,0,0,0,0,115,158144,1220,44972952,5911708,7607438,Asia
52,Singapore,1190560,0,1334,0,1120059,0,69167,8,200637,225,23712995,3996191,5933900,Asia
53,Morocco,1164825,0,16068,0,1148348,0,409,293,30893,426,11237010,298024,37705022,Africa
54,Bulgaria,1155387,0,36887,0,970592,0,147908,97,168584,5382,9825462,1433647,6853476,Europe
55,Croatia,1119916,0,15808,0,1098860,0,5248,24,275889,3894,4776342,1176642,4059300,Europe
56,Cuba,1102355,0,8525,0,1092750,0,1080,23,97432,753,12920253,1141964,11314061,North America
57,Lebanon,1096648,0,10381,0,1080710,0,5557,186,161988,1533,4795578,708363,6769944,Asia
58,Lithuania,1056495,0,9080,0,1020450,0,26965,25,398176,3422,8232789,3102803,2653339,Europe
59,Tunisia,1040193,0,28550,0,0,0,0,29,86372,2371,4572976,379714,12043196,Africa
60,Slovenia,1007538,0,6586,0,986126,0,14826,29,484520,3167,2643588,1271288,2079457,Europe
61,Finland,1000472,0,3638,0,46000,0,950834,31,180059,655,10644579,1915750,5556351,Europe
62,Nepal,978778,0,11951,0,966575,0,252,0,32530,397,5628577,187069,30088276,Asia
63,Belarus,978773,0,6936,0,928536,0,43301,0,103643,734,13123162,1389624,9443679,Europe
64,New Zealand,915522,9125,683,12,860484,10349,54355,0,183028,137,6993315,1398076,5002100,Australia/Oceania
65,Bolivia,904758,101,21910,1,857477,536,25371,220,75635,1832,2699040,225632,11962157,South America
66,UAE,897770,0,2302,0,880814,0,14654,0,88823,228,155155472,15350679,10107401,Asia
67,Uruguay,895775,0,7197,0,886654,0,1924,18,256258,2059,6091188,1742534,3495593,South America
68,Ecuador,868285,0,35581,0,0,0,0,759,47893,1963,2470170,136251,18129511,South America
69,Costa Rica,852074,0,8405,0,832853,0,10816,45,164538,1623,4291131,828629,5178594,North America
70,Guatemala,844059,0,17538,0,824207,0,2314,5,45582,947,4435442,239530,18517255,North America
71,Latvia,818644,0,5766,0,805376,0,7502,11,442908,3120,7166055,3877022,1848340,Europe
72,Azerbaijan,792521,0,9707,0,782675,0,139,0,76905,942,6801484,660009,10305142,Asia
73,Panama,773675,0,8183,0,760875,0,4617,8,174326,1844,5850865,1318328,4438096,North America
74,Saudi Arabia,753730,0,9084,0,741235,0,3411,43,21055,254,41860482,1169342,35798322,Asia
75,Sri Lanka,663239,0,16503,0,646115,0,621,0,30739,765,6486117,300613,21576302,Asia
76,Paraguay,649034,0,18795,0,624673,0,5566,5,89011,2578,2623300,359768,7291636,South America
77,Kuwait,631409,0,2555,0,628090,0,764,8,143985,583,8007805,1826077,4385251,Asia
78,Myanmar,612802,0,19434,0,591740,0,1628,0,11127,353,7924721,143897,55072219,Asia
79,Palestine,581940,0,5353,0,576242,0,345,17,109456,1007,3078533,579033,5316680,Asia
80,Dominican Republic,579248,0,4376,0,574601,0,271,6,52442,396,3274131,296423,11045461,North America
81,Estonia,571300,0,2533,0,509035,0,59732,2,430146,1907,3319801,2499558,1328155,Europe
82,Bahrain,567614,0,1475,0,562563,0,3576,3,313790,815,9711519,5368755,1808896,Asia
83,Venezuela,522263,0,5706,0,515639,0,918,230,18461,202,3359014,118737,28289635,South America
84,Moldova,516986,0,11489,0,504142,0,1355,49,128702,2860,3216305,800686,4016938,Europe
85,Egypt,515645,0,24613,0,442182,0,48850,122,4872,233,3693367,34896,105838600,Africa
86,Libya,501904,0,6430,0,490973,0,4501,101,71283,913,2477219,351830,7040960,Africa
87,Ethiopia,470492,0,7510,0,455159,0,7823,15,3916,63,4777158,39766,120132443,Africa
88,Cyprus,470481,0,1011,0,124370,0,345100,60,384593,826,9477138,7747057,1223321,Asia
89,Mongolia,469754,42,2177,0,313256,0,154321,192,139222,645,4030048,1194390,3374147,Asia
90,Armenia,422855,0,8622,0,410598,0,3635,0,142217,2900,3042708,1023343,2973301,Asia
91,Honduras,422275,0,10892,0,131100,0,280283,105,41438,1069,1263329,123970,10190636,North America
92,Oman,389113,0,4258,0,384215,0,640,4,72835,797,25000000,4679581,5342359,Asia
93,Bosnia and Herzegovina,376948,0,15764,0,192218,0,168966,0,116207,4860,1756783,541587,3243766,Europe
94,Réunion,374295,0,742,0,355605,0,17948,10,412712,818,1603660,1768256,906916,Africa
95,Qatar,364421,0,677,0,363061,0,683,3,129789,241,3431770,1222225,2807805,Asia
96,Kenya,323724,0,5649,0,317928,0,147,0,5789,101,3590760,64211,55921411,Africa
97,Zambia,319431,0,3976,0,314577,0,878,0,16535,206,3419145,176989,19318374,Africa
98,North Macedonia,309310,0,9278,0,299539,0,493,0,148477,4454,2013928,966738,2083219,Europe
99,Botswana,305859,0,2688,0,303026,0,145,1,125464,1103,2026898,831436,2437827,Africa
100,Albania,274929,0,3496,0,271068,0,365,2,95724,1217,1803166,627823,2872091,Europe
101,Algeria,265773,0,6875,0,178350,0,80548,6,5868,152,230861,5098,45288690,Africa
102,Nigeria,255685,0,3143,0,249890,0,2652,11,1187,15,5036813,23382,215413394,Africa
103,Zimbabwe,247729,0,5469,0,241566,0,694,12,16238,358,2248962,147417,15255795,Africa
104,Uzbekistan,238556,21,1637,0,236605,42,314,23,6945,48,1377915,40114,34349976,Asia
105,Luxembourg,236686,0,1063,0,225008,0,10615,1,367257,1649,4222757,6552304,644469,Europe
106,Montenegro,234957,0,2714,0,231563,0,680,6,374010,4320,2448672,3897856,628210,Europe
107,Mozambique,225375,0,2201,0,223110,0,64,13,6862,67,1311366,39926,32844695,Africa
108,Laos,206881,369,739,2,7660,0,198482,0,27705,99,1232128,165004,7467264,Asia
109,Kyrgyzstan,200992,1,2991,0,196400,3,1601,131,29911,445,1907195,283824,6719634,Asia
110,Iceland,185353,0,119,0,75685,0,109549,0,536843,345,1953616,5658309,345265,Europe
111,Maldives,179171,0,298,0,163687,0,15186,25,321193,534,2213831,3968655,557829,Asia
112,Afghanistan,178809,0,7683,0,161834,0,9292,1124,4413,190,942978,23272,40519815,Asia
113,Uganda,164069,0,3596,0,100205,0,60268,2,3392,74,2612795,54025,48362403,Africa
114,El Salvador,162089,0,4128,0,150662,0,7299,8,24763,631,1950448,297977,6545641,North America
115,Ghana,161170,0,1445,0,159679,0,46,1,4997,45,2435325,75513,32250430,Africa
116,Namibia,158480,0,4025,0,153662,0,793,0,60386,1534,1003847,382498,2624450,Africa
117,Martinique,153253,0,926,0,104,0,152223,8,408961,2471,828928,2212026,374737,North America
118,Trinidad and Tobago,146140,0,3819,0,134684,0,7637,18,103813,2713,702227,498841,1407718,North America
119,Brunei ,141531,0,218,0,140422,0,891,3,317986,490,717784,1612686,445086,Asia
120,Guadeloupe,140130,0,854,0,2250,0,137026,19,350108,2134,938039,2343644,400248,North America
121,Cambodia,136240,5,3056,0,133023,29,161,0,7949,178,2950598,172156,17139118,Asia
122,Rwanda,129778,0,1458,0,45522,0,82798,0,9588,108,5247843,387724,13534998,Africa
123,Jamaica,129747,0,2954,0,83200,0,43593,0,43472,990,991284,332129,2984639,North America
124,Cameroon,119780,0,1927,0,117791,0,62,13,4317,69,1751774,63138,27745267,Africa
125,Angola,99194,0,1900,0,97149,0,145,0,2857,55,1499795,43195,34721567,Africa
126,Malta,91221,0,696,0,85976,0,4549,4,205602,1569,1878113,4233054,443678,Europe
127,DRC,87023,0,1337,0,50930,0,34756,0,921,14,846704,8960,94502696,Africa
128,Senegal,85993,0,1967,0,84010,0,16,0,4901,112,1066909,60811,17544783,Africa
129,Malawi,85761,0,2633,0,81961,0,1167,67,4282,131,573085,28615,20027175,Africa
130,Ivory Coast,81913,0,799,0,81087,0,27,0,2972,29,1498332,54358,27563915,Africa
131,French Guiana,80422,0,394,0,11254,0,68774,1,257158,1260,622646,1990976,312734,South America
132,Suriname,79336,0,1328,0,49401,0,28607,0,133075,2228,235950,395772,596177,South America
133,Taiwan,76938,0,858,0,24900,0,51180,0,3220,36,14517501,607552,23895060,Asia
134,Channel Islands,74290,0,167,0,73063,0,1060,0,420256,945,1252808,7087100,176773,Europe
135,French Polynesia,72704,0,648,0,0,0,0,7,256129,2283,0,0,283857,Australia/Oceania
136,Eswatini,70456,0,1397,0,68818,0,241,11,59609,1182,1013821,857733,1181978,Africa
137,Barbados,68913,0,390,0,65085,0,3438,0,239270,1354,645480,2241141,288014,North America
138,Fiji,64535,0,862,0,62690,0,983,0,71055,949,506984,558204,908242,Australia/Oceania
139,Madagascar,64152,0,1391,0,59370,0,3391,14,2213,48,422372,14573,28983118,Africa
140,Guyana,63447,0,1228,0,62126,0,93,1,79964,1548,593807,748391,793445,South America
141,Sudan,62117,0,4931,0,0,0,0,0,1359,108,562941,12316,45707698,Africa
142,New Caledonia,60517,0,312,0,60102,0,103,9,208333,1074,98964,340689,290482,Australia/Oceania
143,Mauritania,58686,0,982,0,57694,0,10,0,12047,202,802133,164659,4871484,Africa
144,Bhutan,58643,0,20,0,56282,0,2341,2,74511,25,2292726,2913111,787037,Asia
145,Belize,57477,0,676,0,56594,0,207,6,139937,1646,538173,1310271,410734,North America
146,Cabo Verde,56014,0,401,0,55548,0,65,23,98798,707,400982,707258,566953,Africa
147,Syria,55807,0,3150,0,52136,0,521,0,3054,172,146269,8005,18272339,Asia
148,Gabon,47597,0,303,0,47282,0,12,0,20507,131,1592483,686100,2321065,Africa
149,Papua New Guinea,43800,0,649,0,43100,0,51,7,4733,70,249149,26921,9254721,Australia/Oceania
150,Seychelles,42474,0,166,0,41727,0,581,0,427076,1669,0,0,99453,Africa
151,Curaçao,41966,0,273,0,41251,0,442,3,253859,1651,496693,3004579,165312,North America
152,Andorra,41013,0,153,0,40343,0,517,14,529275,1974,249838,3224174,77489,Europe
153,Burundi,39634,0,38,0,773,0,38823,0,3162,3,345742,27585,12533478,Africa
154,Mauritius,37586,0,990,0,35789,0,807,0,29465,776,358675,281181,1275601,Africa
155,Mayotte,37038,0,187,0,2964,0,33887,0,130066,657,176919,621285,284763,Africa
156,Togo,36981,0,273,0,36688,0,20,0,4285,32,729301,84499,8630929,Africa
157,Guinea,36459,0,440,0,35976,0,43,8,2646,32,660107,47906,13779325,Africa
158,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704431,569,778000,15813008,49200,Europe
159,Aruba,34589,0,212,0,34251,0,126,2,321492,1970,177885,1653375,107589,North America
160,Tanzania,33872,0,803,0,0,0,0,7,539,13,0,0,62822112,Africa
161,Bahamas,33511,0,789,0,32335,0,387,11,83763,1972,229817,574445,400068,North America
162,Lesotho,32910,0,697,0,24155,0,8058,0,15144,321,431221,198437,2173090,Africa
163,Mali,30785,0,731,0,29872,0,182,0,1445,34,665256,31219,21309410,Africa
164,Haiti,30655,0,835,0,29479,0,341,0,2630,72,132422,11362,11654946,North America
165,Isle of Man,28416,0,87,0,26794,0,1535,0,330996,1013,150753,1756005,85850,Europe
166,Benin,26952,0,163,0,25506,0,1283,5,2122,13,604310,47585,12699542,Africa
167,Somalia,26485,0,1350,0,13182,0,11953,0,1586,81,400466,23983,16697969,Africa
168,Congo,24079,0,385,0,20178,0,3516,0,4177,67,347815,60336,5764622,Africa
169,Saint Lucia,23285,0,368,0,22765,0,152,1,125762,1988,142871,771646,185151,North America
170,Timor-Leste,22862,0,130,0,22722,0,10,0,16761,95,262382,192357,1364035,Asia
171,Cayman Islands,22223,0,27,0,8553,0,13643,1,331074,402,222773,3318828,67124,North America
172,Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11347,21943574,Africa
173,Nicaragua,18491,0,225,0,4225,0,14041,0,2732,33,0,0,6767678,North America
174,Gibraltar,17706,0,102,0,16579,0,1025,0,525822,3029,534283,15866807,33673,Europe
175,South Sudan,17450,0,138,0,13514,0,3798,1,1526,12,379731,33216,11432042,Africa
176,Tajikistan,17388,0,124,0,17264,0,0,0,1752,12,0,0,9926519,Asia
177,Liechtenstein,17133,0,84,0,16942,0,107,0,447022,2192,102174,2665849,38327,Europe
178,San Marino,16186,0,114,0,15702,0,370,4,475206,3347,149271,4382461,34061,Europe
179,Equatorial Guinea,15907,0,183,0,15698,0,26,5,10700,123,310972,209180,1486626,Africa
180,Djibouti,15611,0,189,0,15411,0,11,0,15394,186,303924,299702,1014089,Africa
181,Solomon Islands,14786,0,141,0,13307,0,1338,2,20609,197,5117,7132,717459,Australia/Oceania
182,CAR,14649,0,113,0,6859,0,7677,2,2940,23,81294,16317,4982231,Africa
183,Grenada,14519,0,220,0,14007,0,292,4,127955,1939,149247,1315299,113470,North America
184,Bermuda,13488,0,131,0,12981,0,376,0,218041,2118,876273,14165422,61860,North America
185,Dominica,12033,0,63,0,11929,0,41,0,166406,871,188110,2601402,72311,North America
186,Gambia,11995,0,365,0,11591,0,39,0,4723,144,155686,61296,2539888,Africa
187,Greenland,11971,0,21,0,2761,0,9189,4,210206,369,164926,2896030,56949,North America
188,Yemen,11818,0,2149,0,9009,0,660,23,381,69,265253,8551,31018433,Asia
189,Monaco,11712,0,54,0,11502,0,156,4,294664,1359,54960,1382746,39747,Europe
190,Saint Martin,10279,0,63,0,1399,0,8817,7,257858,1580,112382,2819206,39863,North America
191,Sint Maarten,10036,0,86,0,9878,0,72,10,229342,1965,62056,1418099,43760,North America
192,Tonga,9838,0,11,0,8721,0,1106,0,91202,102,423475,3925790,107870,Australia/Oceania
193,Eritrea,9734,0,103,0,9631,0,0,0,2677,28,23693,6517,3635548,Africa
194,Caribbean Netherlands,9713,0,34,0,9590,0,89,0,364247,1275,30126,1129753,26666,North America
195,Niger,8924,0,309,0,8518,0,97,1,346,12,249920,9688,25796523,Africa
196,Samoa,8351,0,16,0,1605,0,6730,4,41587,80,59708,297339,200808,Australia/Oceania
197,Guinea-Bissau,8186,0,171,0,7528,0,487,6,3988,83,133617,65102,2052432,Africa
198,Comoros,8100,0,160,0,7933,0,7,0,8968,177,0,0,903229,Africa
199,Sierra Leone,7681,0,125,0,0,0,0,0,929,15,259958,31428,8271479,Africa
200,Antigua and Barbuda,7571,0,135,0,7402,0,34,1,76165,1358,18901,190147,99402,North America
201,Liberia,7434,0,294,0,5747,0,1393,2,1410,56,139824,26515,5273463,Africa
202,Chad,7411,0,193,0,4874,0,2344,0,429,11,191341,11072,17281279,Africa
203,Vanuatu,7054,0,13,0,6518,0,523,3,22032,41,24976,78008,320173,Australia/Oceania
204,St. Vincent Grenadines,6782,0,106,0,6641,0,35,0,60782,950,98894,886306,111580,North America
205,British Virgin Islands,6296,0,62,0,0,0,0,1,205779,2026,102862,3361943,30596,North America
206,Turks and Caicos,5963,0,36,0,5862,0,65,4,150323,908,488787,12321947,39668,North America
207,Sao Tome and Principe,5957,0,73,0,5880,0,4,0,26295,322,29036,128167,226548,Africa
208,Saint Kitts and Nevis,5562,0,43,0,5518,0,1,0,103226,798,65141,1208957,53882,North America
209,Cook Islands,4932,0,1,0,4494,0,437,0,280339,57,16325,927926,17593,Australia/Oceania
210,Palau,4486,0,6,0,3913,0,567,1,245795,329,45500,2493014,18251,Australia/Oceania
211,St. Barth,4432,0,6,0,0,0,0,0,446234,604,78646,7918445,9932,North America
212,Kiribati,3080,0,13,0,2599,0,468,3,25086,106,0,0,122777,Australia/Oceania
213,Anguilla,2788,0,9,0,2766,0,13,4,182868,590,51382,3370195,15246,North America
214,Saint Pierre Miquelon,2641,0,1,0,2449,0,191,1,459864,174,22941,3994602,5743,North America
215,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,The remaining areas
216,Wallis and Futuna,454,0,7,0,438,0,9,0,41720,643,20508,1884580,10882,Australia/Oceania
217,Montserrat,207,0,2,0,174,0,31,0,41425,400,9716,1944367,4997,North America
218,Falkland Islands,128,0,0,0,0,0,0,0,34934,0,8632,2355895,3664,South America
219,Macao,82,0,0,0,82,0,0,0,123,0,5375,8078,665408,Asia
220,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe
221,Marshall Islands,17,0,0,0,7,0,10,0,284,0,0,0,59915,Australia/Oceania
222,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,623997,Africa
223,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,The remaining areas
224,Niue,8,0,0,0,7,0,1,0,4860,0,0,0,1646,Australia/Oceania
225,Nauru,4,0,0,0,3,0,1,0,365,0,0,0,10948,Australia/Oceania
226,Micronesia,3,0,0,0,1,0,2,0,26,0,0,0,117213,Australia/Oceania
227,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110,Africa
228,China,208584,1503,4923,47,178155,2724,25506,399,145,3,160000000,111163,1439323776,Asia
